                                         35      0.734  5.235E-01  5.284E-01  9.300E-03
 46   4.552300  20.5  1             2   X               (41/2+)  0                                                                                                                                                                                                                              0.008000  3    
                                         41      0.342  4.967E-01  5.463E-01  1.000E-01
                                         37      0.602  4.470E-01  4.537E-01  1.490E-02
 47   4.681600  19.5 -1             2   X               (39/2-)  0                                                                                                                                                                                                                              0.008000  7    
                                         43      0.360  6.148E-01  6.701E-01  9.000E-02
                                         38      0.649  3.258E-01  3.299E-01  1.240E-02
 48   4.778000  -1.0  0             1   X                        0                                                                                                                                                                                                                              0.008000  5    
                                         40      0.672  1.000E+00  1.000E+00  0.000E+00
 49   4.872400  21.5  1             2   X               (43/2+)  0                                                                                                                                                                                                                              0.008000  4    
                                         46      0.320  5.859E-01  6.562E-01  1.200E-01
                                         41      0.662  3.398E-01  3.438E-01  1.190E-02
 50   4.988700  20.5 -1             2   X               (41/2-)  0                                                                                                                                                                                                                              0.008000  6    
                                         47      0.307  4.853E-01  5.484E-01  1.300E-01
                                         43      0.667  4.465E-01  4.516E-01  1.160E-02
 51   5.069000  -1.0  0             1   X                        0                                                                                                                                                                                                                              0.008000  8    
                                         44      0.616  1.000E+00  1.000E+00  0.000E+00
 52   5.078900  20.5 -1             1   X               (41/2-)  0                                                                                                                                                                                                                              0.008000  0    
                                         42      0.853  9.934E-01  1.000E+00  6.600E-03
 53   5.096500  -1.0  0             1   X                        0                                                                                                                                                                                                                              0.008000       
                                         42      0.870  1.000E+00  1.000E+00  0.000E+00
 54   5.297600  21.5 -1             1   X               (43/2-)  0                                                                                                                                                                                                                              0.008000  1    
                                         45      0.793  9.923E-01  1.000E+00  7.800E-03
 55   5.336400  21.5 -1             2   X               (43/2-)  0                                                                                                                                                                                                                              0.008000  7    
                                         50      0.348  7.677E-01  8.368E-01  9.000E-02
                                         47      0.655  1.612E-01  1.632E-01  1.220E-02
 56   5.661900  22.5 -1             2   X               (45/2-)  0                                                                                                                                                                                                                              0.008000  6    
                                         55      0.326  4.452E-01  4.941E-01  1.100E-01
                                         50      0.673  5.002E-01  5.059E-01  1.140E-02
 57   6.032000  23.5 -1             1   X               (47/2-)  0                                                                                                                                                                                                                              0.008000  7    
                                         56      0.370  9.259E-01  1.000E+00  8.000E-02
 58   6.101000  23.5 -1             1   X               (47/2-)  0                                                                                                                                                                                                                              0.008000  1    
                                         54      0.803  9.925E-01  1.000E+00  7.600E-03
 59   6.390000  24.5 -1             2   X               (49/2-)  0                                                                                                                                                                                                                              0.008000  6    
                                         57      0.358  5.107E-01  5.566E-01  9.000E-02
                                         56      0.728  4.392E-01  4.434E-01  9.500E-03
 60   6.772000  25.5 -1             2   X               (51/2-)  0                                                                                                                                                                                                                              0.008000  7    
                                         59      0.382  5.242E-01  5.609E-01  7.000E-02
                                         57      0.739  4.351E-01  4.391E-01  9.100E-03
162Ta  162   73    1    0    1    1    9.150160    0.753880
  1   0.000000   7.0  1  3.570E+00  0                       7+#  2 AP 1.0000E+02 %EC+%B+ =  7.4000E-02 %A                                                                                                                                                                                       0.000000       
163Ta  163   73   45   87   16    1   10.825720    0.654620
  1   0.000000   0.5  1  1.060E+01  0 u                    1/2+  2 AP 1.0000E+02 %EC+%B+ AP 2.0000E-01 %A                                                                                                                                                                                       0.000000       
  2   0.129000   4.5 -1             0 u X                (9/2-)  0                                                                                                                                                                                                                              0.129000  0    
  3   0.173900   5.5 -1             1 u X               (11/2-)  0                                                                                                                                                                                                                              0.129000  1    
                                          2      0.045  1.408E-02  1.000E+00  7.000E+01
  4   0.462100   6.5 -1             2 u X               (13/2-)  0                                                                                                                                                                                                                              0.129000  0    
                                          3      0.288  7.888E-01  9.150E-01  1.600E-01
                                          2      0.333  7.888E-02  8.503E-02  7.800E-02
  5   0.606700   7.5 -1             2 u X               (15/2-)  0                                                                                                                                                                                                                              0.129000  1    
                                          4      0.144  2.048E-01  4.505E-01  1.200E+00
                                          3      0.433  5.304E-01  5.495E-01  3.600E-02
  6   1.000200   8.5 -1             2 u X               (17/2-)  0                                                                                                                                                                                                                              0.129000  0    
                                          5      0.393  5.393E-01  5.770E-01  7.000E-02
                                          4      0.538  4.147E-01  4.230E-01  2.000E-02
  7   1.176000   9.5 -1             2 u X               (19/2-)  0                                                                                                                                                                                                                              0.129000  1    
                                          6      0.176  9.581E-02  1.600E-01  6.700E-01
                                          5      0.569  8.260E-01  8.400E-01  1.700E-02
  8   1.441700   7.5  1             1 u X               (15/2+)  0                                                                                                                                                                                                                              0.129000  2    
                                          4      0.980  9.980E-01  1.000E+00  1.990E-03
  9   1.651400  10.5 -1             2 u X               (21/2-)  0                                                                                                                                                                                                                              0.129000  0    
                                          7      0.475  4.044E-01  4.210E-01  4.100E-02
                                          6      0.651  5.720E-01  5.790E-01  1.230E-02
 10   1.676500   8.5  1             2 u X               (17/2+)  0                                                                                                                                                                                                                              0.129000  3    
                                          8      0.235  1.590E-01  2.035E-01  2.800E-01
                                          5      1.070  7.951E-01  7.965E-01  1.680E-03
 11   1.846500  11.5 -1             2 u X               (23/2-)  0                                                                                                                                                                                                                              0.129000  1    
                                          9      0.195  7.233E-02  1.078E-01  4.900E-01
                                          7      0.671  8.821E-01  8.922E-01  1.150E-02
 12   1.854900   9.5  1             3 u X               (19/2+)  0                                                                                                                                                                                                                              0.129000  2    
                                         10      0.179  9.928E-02  1.628E-01  6.400E-01
                                          8      0.413  7.427E-02  7.732E-02  4.100E-02
                                          6      0.855  7.579E-01  7.599E-01  2.600E-03
 13   2.075700  10.5  1             3 u X               (21/2+)  0                                                                                                                                                                                                                              0.129000  3    
                                         12      0.221  2.315E-01  3.102E-01  3.400E-01
                                         10      0.399  6.791E-02  7.096E-02  4.500E-02
                                          7      0.900  6.173E-01  6.188E-01  2.400E-03
 14   2.300000  11.5  1             3 u X               (23/2+)  0                                                                                                                                                                                                                              0.129000  2    
                                         13      0.225  3.490E-01  4.606E-01  3.200E-01
                                         12      0.445  2.268E-01  2.343E-01  3.300E-02
                                          9      0.649  3.036E-01  3.050E-01  4.700E-03
 15   2.377500  12.5 -1             2 u X               (25/2-)  0                                                                                                                                                                                                                              0.129000  0    
                                         11      0.531  4.077E-01  4.203E-01  3.100E-02
                                          9      0.726  5.742E-01  5.797E-01  9.500E-03
 16   2.432600  12.5  1             2 u X               (25/2+)  0                                                                                                                                                                                                                              0.129000  4    
                                         14      0.132  3.711E-01  9.649E-01  1.600E+00
                                         13      0.357  3.303E-02  3.511E-02  6.300E-02
 17   2.539900  12.5  1             2   X               (25/2+)  0                                                                                                                                                                                                                              0.129000  3    
                                         14      0.240  6.682E-01  8.486E-01  2.700E-01
                                         13      0.464  1.470E-01  1.514E-01  3.000E-02
 18   2.551700  13.5  1             2   X               (27/2+)  0                                                                                                                                                                                                                              0.129000  5    
                                         16      0.119  2.934E-01  9.682E-01  2.300E+00
                                         14      0.252  2.670E-02  3.177E-02  1.900E-01
 19   2.587100  13.5 -1             2   X               (27/2-)  0                                                                                                                                                                                                                              0.129000  1    
                                         15      0.210  8.626E-02  1.208E-01  4.000E-01
                                         11      0.740  8.713E-01  8.792E-01  9.100E-03
 20   2.712800  14.5  1             2   X               (29/2+)  0                                                                                                                                                                                                                              0.129000  4    
                                         18      0.161  4.862E-01  9.091E-01  8.700E-01
                                         16      0.280  7.973E-02  9.089E-02  1.400E-01
 21   2.927900  15.5  1             2   X               (31/2+)  0                                                                                                                                                                                                                              0.129000  5    
                                         20      0.215  6.763E-01  9.266E-01  3.700E-01
                                         18      0.376  6.966E-02  7.342E-02  5.400E-02
 22   3.081400  14.5 -1             2   X               (29/2-)  0                                                                                                                                                                                                                              0.129000  0    
                                         19      0.494  4.958E-01  5.142E-01  3.700E-02
                                         15      0.704  4.809E-01  4.858E-01  1.020E-02
 23   3.174500  16.5  1             2   X               (33/2+)  0                                                                                                                                                                                                                              0.129000  4    
                                         21      0.247  6.209E-01  7.762E-01  2.500E-01
                                         20      0.462  2.173E-01  2.238E-01  3.000E-02
 24   3.223300  15.5 -1             2   X               (31/2-)  0                                                                                                                                                                                                                              0.129000  1    
                                         22      0.142  1.891E-01  4.349E-01  1.300E+00
                                         19      0.637  5.578E-01  5.651E-01  1.300E-02
 25   3.424200  16.5 -1             2   X               (33/2-)  0                                                                                                                                                                                                                              0.129000  0    
                                         24      0.201  6.732E-01  9.762E-01  4.500E-01
                                         22      0.343  2.222E-02  2.382E-02  7.200E-02
 26   3.437400  17.5  1             2   X               (35/2+)  0                                                                                                                                                                                                                              0.129000  5    
                                         23      0.263  5.609E-01  6.787E-01  2.100E-01
                                         21      0.509  3.141E-01  3.213E-01  2.300E-02
 27   3.644600  17.5 -1             2   X               (35/2-)  0                                                                                                                                                                                                                              0.129000  1    
                                         25      0.220  6.509E-01  8.722E-01  3.400E-01
                                         24      0.421  1.230E-01  1.278E-01  3.900E-02
 28   3.759600  18.5  1             2   X               (37/2+)  0                                                                                                                                                                                                                              0.129000  4    
                                         26      0.322  5.956E-01  6.671E-01  1.200E-01
                                         23      0.585  3.276E-01  3.329E-01  1.610E-02
 29   3.888900  18.5 -1             2   X               (37/2-)  0                                                                                                                                                                                                                              0.129000  0    
                                         27      0.244  6.666E-01  8.333E-01  2.500E-01
                                         25      0.465  1.620E-01  1.667E-01  2.900E-02
 30   4.060700  19.5  1             2   X               (39/2+)  0                                                                                                                                                                                                                              0.129000  5    
                                         28      0.301  4.531E-01  5.165E-01  1.400E-01
                                         26      0.623  4.769E-01  4.835E-01  1.370E-02
 31   4.168000  19.5 -1             2   X               (39/2-)  0                                                                                                                                                                                                                              0.129000  1    
                                         29      0.279  6.319E-01  7.393E-01  1.700E-01
                                         27      0.523  2.553E-01  2.607E-01  2.100E-02
 32   4.448200  20.5  1             2   X               (41/2+)  0                                                                                                                                                                                                                              0.129000  4    
                                         30      0.388  5.077E-01  5.433E-01  7.000E-02
                                         28      0.689  4.519E-01  4.567E-01  1.080E-02
 33   4.451500  20.5 -1             2   X               (41/2-)  0                                                                                                                                                                                                                              0.129000  0    
                                         31      0.283  5.794E-01  6.779E-01  1.700E-01
                                         29      0.563  3.164E-01  3.221E-01  1.800E-02
 34   4.757700  21.5 -1             2   X               (43/2-)  0                                                                                                                                                                                                                              0.129000  1    
